Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145.0,-0.33522639750059,0.5127342357600849,-0.19320317728453748,0,FriendshipCoin
J,Multiple,PoW,3332922.5,2800000.0,-0.1239679302934137,-1.864791641112366,0.27343466286739165,2,JoinCoin
TRI,X13,PoW/PoS,140777.753365,120000.0,-0.27677942113567605,1.7796152713945306,-0.4276363539801945,0,Triangles Coin
VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000.0,-0.11301902495145295,-2.208768950092968,0.14714188507144943,2,Vollar
EOS,DPoS,DPoS,1020544523.0722,0.0,3.713967857993809,1.9252046365172837,0.15064958004253212,0,EOS
RCC,Ethash,PoW,24487944.0958204,24487944.0,-0.15184209468954876,-2.0835859461301274,0.23700269443992694,2,Reality Clash
OXY,DPoS,DPoS,1122382283.37,0.0,3.7152132389615478,1.925238911933199,0.15063347073551997,0,Oxycoin
TCH,SHA-256,PoS,1000000000.0,1000000000.0,-0.24070963496536268,0.6215553689253622,-0.06836139605991431,0,TigerCash
WAVES,Leased POS,LPoS,100000000.0,100000000.0,-0.3746647502475813,3.25048553178893,-6.984247893023318,0,Waves
PART,PoS,PoS,9283137.5558676,8634140.0,-0.34657254069067167,1.6258102269026902,-0.23517996318488776,0,Particl
BTT,TRC10,DPoS,989988713439.649,990000000000.0,34.088075936314056,1.5755221250055094,-0.25719818731064886,1,BitTorrent
NXT,PoS,PoS/LPoS,1000000000.0,1000000000.0,-0.3650098632581139,1.9590487579764517,-0.4682952321840117,0,Nxt
ZEPH,SHA-256,DPoS,1999999995.3056,2000000000.0,2.4691598668808004,0.8216579538628641,0.10024286433479675,0,ZEPHYR
GAP,Scrypt,PoW/PoS,14931046.1546605,250000000.0,-0.3399053922257904,1.0344938711975002,-0.3614141152340085,0,Gapcoin
BDX,CryptoNight,PoW,980222595.0,1400222610.0,0.3308328873960094,-2.272316738515611,0.25713097043966715,2,Beldex
ZEN,Equihash,PoW,7296537.5,21000000.0,-0.14610053771553572,-1.9917331486032788,0.31977482997864387,2,Horizen
XBC,Scrypt,PoS,128326.99633965,1000000.0,-0.29524468945560567,0.8380556893174079,-0.19275336179963348,0,BitcoinPlus
