Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
STCN,PoS,PoS,4000000.0,61599965.0,-0.3462613136130232,1.6257824301599353,-0.23518252991781585,0,Stakecoin
NYC,Scrypt,PoW,143006669741.687,0.0,1.574616202584067,-1.0671731156088564,0.010889370876416683,2,NewYorkCoin
FRAZ,Scrypt,PoW,9704042.0,20000000.0,-0.17396159996365892,-1.1153112618365768,0.03350820280167955,2,FrazCoin
KRONE,Scrypt,PoW,17453749.4042601,84000000.0,-0.1734126970245744,-1.1153400924896237,0.033502865635131114,2,Kronecoin
ACC,Scrypt,PoW,32646731.063036,100000000.0,-0.1731133681992987,-1.1153428387463025,0.03349943450042352,2,AdCoin
LINX,Scrypt,PoW,33716526.0,100000000.0,-0.17310028560351123,-1.1153424786866717,0.033499265273851456,2,Linx
XCXT,Scrypt,PoW/PoS,19539588.0,48252000.0,-0.34128059761893315,1.034594527725116,-0.3614018842285272,0,CoinonatX
ETHD,Scrypt,PoW/PoS,4200000.0,4200000.0,-0.34178077070006974,1.0346110047291428,-0.36139662788110255,0,Ethereum Dark
SUMO,CryptoNight,PoW,8946653.0,88888888.0,0.30965012462995567,-2.2719994682804043,0.25736885094988704,2,Sumokoin
ODN,SHA-512,PoS,25000000.0,91388946.0,-0.38363554701865876,1.3033379070134368,0.27068632728445935,0,Obsidian
ADA,Ouroboros,PoS,25927070538.0,45000000000.0,0.6694682520282945,1.451941836599409,-0.10992958231029318,0,Cardano
REC,X11,PoW/PoS,7262402.04264803,27000000.0,-0.3912341468995612,1.2088110630508382,-0.40469350168241436,0,Regalcoin
BTCZ,Equihash,PoW,5211553258.01514,21000000000.0,0.06640547489122518,-2.000287151830772,0.3176039275543823,2,BitcoinZ
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.33059522216215564,0.5126283921736889,-0.19325372121951762,0,TrezarCoin
ELM,X11,PoW,2702855668.85288,1800000000.0,-0.17804894948793107,-0.9410689993578413,-0.010327085524440968,2,Elements
TER,Scrypt,PoW/PoS,1140734.91680375,15733333.0,-0.34173634443240003,1.0346043095129094,-0.3613968848335707,0,TerraNovaCoin
VIVO,NeoScrypt,PoW,4165967.57499639,27000000.0,-0.16778475962336076,-1.6371648034386501,0.20170518793793335,2,VIVO Coin
RUP,Lyra2REv2,PoS,24000000.0,24000000.0,-0.31348708592431596,0.6855196636356484,-0.10144133079567588,0,Rupee
BTG,Equihash,PoW,17202361.088994,21000000.0,-0.1459793987182579,-1.9917298146118148,0.319773263016125,2,Bitcoin Gold
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.4281472966190837,1.0386407573817167,-0.37066726875288064,0,WomenCoin
MAY,SHA-256,PoW/PoS,92050800.0,100000000.0,-0.30480780917952216,0.818247408903656,-0.23680237289828046,0,Theresa May Coin
NAMO,NIST5,PoW/PoS,560563220.0,1200000000.0,-0.3328613300844657,1.5039128932130148,-0.3964344428383339,0,NamoCoin
LUX,PHI1612,PoW/PoS,8305775.31777569,60000000.0,-0.38947203403890224,1.8095251891286033,-0.352385656066901,0,LUXCoin
PIRL,Dagger,PoW,33986980.0,156306732.71,-0.16001391806297974,-2.2815964750683047,0.4129954470305924,2,Pirl
XIOS,Scrypt,PoW/PoS,2149688.0,21000000.0,-0.34168663465726246,1.034602061930241,-0.3613973827592112,0,Xios
BTDX,Quark,PoW/PoS,30711550.5294042,200000000.0,-0.38846699350172276,1.6951170053162736,-0.41365335410972726,0,Bitcloud 2.0
EBST,Scrypt,PoW,99990001.493466,100000000.0,-0.17228982271819224,-1.1153201731005125,0.033488781738468136,2,eBoost
KEK,POS 2.0,PoS,12330806.30517,21000000.0,-0.333221747379071,1.5653131743888582,-0.2926398473965229,0,KekCoin
BLHC,Scrypt,PoW/PoS,16362544.992,14788275.991,-0.3415569018071702,1.0346098969436717,-0.36139923200152485,0,BlackholeCoin
XIN,SHA-256,PoS,8999999990.0,9000000000.0,-0.08611068107817224,0.6203180491923863,-0.07014079291012085,0,Infinity Economics
PURA,X11,PoW,175215859.0,350000000.0,-0.2192485411791776,-0.9412074351276621,-0.009834102324030045,2,Pura
INN,NeoScrypt,PoW,6375259.04,45000000.0,-0.16763001763645988,-1.6371729020683503,0.20170368216389156,2,Innova
ELLA,Ethash,PoW,12756367.0,280000000.0,-0.15017249836611724,-2.0837154107707603,0.23698813647030254,2,Ellaism
GBX,NeoScrypt,PoW,5832306.875,31800000.0,-0.16773032200296245,-1.6371666005230052,0.2017046160010449,2,GoByte
MAG,X11,PoW/PoS,38198594.8342105,144000000.0,-0.39002561740878555,1.2087640008548273,-0.40470591127275835,0,Magnet
TAU,DPoS,DPoS,288090567.493887,500000000.0,3.7085585285173472,1.9247124984473547,0.15073332468934802,0,Lamden Tau
ECA,NIST5,PoW/PoS,28399150208.0,30000000000.0,0.21193771856927626,1.4991349605330657,-0.4026881894349222,0,Electra
BCD,X13,PoW/PoS,183534024.889807,210000000.0,-0.2730474258978543,1.7795738956959815,-0.4276788466233569,0,Bitcoin Diamond
XSH,Multiple,PoW,481730566.566176,660000000.0,-0.11345421251737897,-1.8649534662280316,0.27331676944384437,2,SHIELD
CNBC,Scrypt,PoW/PoS,110976977.29338,210000000.0,-0.3390146719565162,1.0345458466161253,-0.3614267388101582,0,Cash & Back Coin
XUN,CryptoNight,PoW,19281821413.4924,85000000000.0,1.1478517426361239,-2.3072240268744664,0.2488655799258066,2,UltraNote
COAL,CryptoNight,PoW,4500000.0,12500000.0,0.309053705891925,-2.2719634400817057,0.25737446146451703,2,BitCoal
DAXX,Ethash,PoW,520891780.0,10000000000.0,-0.07498729420662746,-2.08831918073566,0.23628335722199473,2,DaxxCoin
BWK,NIST5,PoS,13247178.8807286,27716121.0,-0.3012642075666395,1.307749032192351,-0.2276301427782415,0,Bulwark
KLKS,Quark,PoS,16955764.902064,20000000.0,-0.3433038774719663,1.498645280669384,-0.24499719875005324,0,Kalkulus
AC3,X11,PoW,80316207.0,550000000.0,-0.21898991543517593,-0.9413376221519759,-0.009831938251692783,2,AC3
LTHN,CryptoNight-V7,PoW,441250233.377,999481516.0,-0.13254957531720662,-2.240104049884406,0.32229866873161983,2,Lethean
GER,Scrypt,PoW/PoS,4911500269.41,50000000000.0,0.07299116626810898,1.0117030223756283,-0.36538455501881834,0,GermanCoin
LTCU,Scrypt,PoW/PoS,8419402.321,150000000.0,-0.34069460361996484,1.0345408029608478,-0.3614066613216076,0,LiteCoin Ultra
POP,Scrypt,PoW,3964201248.87125,4999999999.0,-0.0902646952171384,-1.1164266456438208,0.032562748436882956,2,PopularCoin
PNX,X11,PoW/PoS,45174214.1078625,50000000.0,-0.3906073173324797,1.208812524607767,-0.40470097628812896,0,PhantomX
PHO,BLAKE256,PoW,30089671530.5228,90000000000.0,1.104722623744379,-1.2275009424339072,0.10295105465038552,2,Photon
SUCR,X11,PoW,4229040.50393462,19800000.0,-0.2236825840701086,-0.9411027785614778,-0.009785843013833619,2,Sucre
SPK,NeoScrypt,PoW,7847417.33355824,21000000.0,-0.16778231372457852,-1.6371606169746273,0.20170499101585,2,SparksPay
WAGE,Quark,PoS,27299680.0,120000000.0,-0.34246780096919394,1.4985996387290954,-0.245005258874081,0,Digiwage
GUN,NeoScrypt,PoW,299797953.0,500000000.0,-0.16081314210436662,-1.6372976565129482,0.20162803823418946,2,GunCoin
IRL,Scrypt,PoW,45483049.3398182,64000000.0,-0.1732118408006951,-1.115320834024977,0.0334997165648639,2,IrishCoin
TROLL,Scrypt,PoW/PoS,591022748.0,900000000.0,-0.3282480568687353,1.0343684637399744,-0.3615469999708461,0,Trollcoin
LCP,Scrypt,PoW/PoS,2504486.227718,4000000.0,-0.34180292441459453,1.0346105323188146,-0.36139634682685357,0,Litecoin Plus
MONK,X11,PoS,4407252.0,21000000.0,-0.34470305695374376,1.0122575325374452,-0.2360502481697113,0,Monkey Project
PCOIN,X11,PoW,8478104.33969947,23000000.0,-0.22360791541477823,-0.9411029204071808,-0.009786720719776749,2,Pioneer Coin
UBTC,SHA-256,PoW,20166000.0,20166000.0,-0.13861363169831137,-1.3316539256811897,0.15812084301092177,2,UnitedBitcoin
ITZ,C11,PoW,11916588.09471,23000000.0,-0.19440665453658754,-1.1654124019532186,0.07710305727827892,2,Interzone
TPAY,POS 3.0,PoS,20445861.5344251,25000000.0,-0.33779849350765284,1.551641839756935,-0.1807039115441877,0,TokenPay
MCT,Ethash,PoS,1618033.0,1618033.0,-0.27331521993549884,-0.1302215683571041,0.010743481391919696,0,1717 Masonic Commemorative Token
MBC,Scrypt,PoW and PoS,9399342.52839847,30000000.0,-0.32292439787556165,0.23755604695334268,-0.05716333560115154,0,My Big Coin
TRTL,CryptoNight,PoW,53139835213.77,1000000000000.0,8.054561216843906,-2.745307399002081,0.1847313831063441,2,TurtleCoin
MUN,SkunkHash,PoW,4818338.98949984,16600000.0,-0.15544110489361077,-2.2616079514214866,0.22623148212124958,2,MUNcoin
USX,Scrypt,PoW/PoS,234846265.782157,232000000.0,-0.33734375830483887,1.0345767300141884,-0.36144774644583005,0,Unified Society USDEX
NBR,CryptoNight,PoW,133932467.774108,336000000.0,0.31293203590912594,-2.2720787912806863,0.25733320586918595,2,Niobio Cash
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.01902650514096385,-1.116851352900719,0.03128677655275615,2,ShareChain
TRF,Dagger,PoW,107325266.027783,100000000.0,-0.15951660046878433,-2.2815441319170198,0.41298746300771855,2,Travelflex
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.17724131054771164,-1.2681611405436823,0.12465580530246549,2,KREDS
TOKC,X13,PoS,230298925.0,800000000.0,-0.22168043182561445,1.5827442904018472,-0.25908172852240374,0,Tokyo Coin
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,-0.12646450042570245,2.77695217415491,6.724648965379423,0,BiblePay
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.4345404342711021,3.563503696768075,21.191563658300566,3,LitecoinCash
FLIP,Scrypt,PoW,12446100.00278,40000000.0,-0.1737861511370758,-1.1153201636212602,0.033506484274203906,2,BitFlip
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.13360168117971408,-1.119469610056006,0.030036308239872956,2,LottoCoin
CIF,X11,PoW,211297638.500483,500000000.0,-0.21774292453706692,-0.9412689761948714,-0.00984944574842365,2,Crypto Improvement Fund
SPD,C11,PoW/PoS,11251342.1879021,19340594.0,-0.36208050406960984,0.984505529330356,-0.3178033187292096,0,Stipend
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,-0.3596595811467231,3.3393281612058794,19.79631232148926,3,Poa Network
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.39131064040765884,1.2088103308433005,-0.40469256731479797,0,Pushi
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.3285275240354264,1.4516024133015908,-0.3767709778152911,0,Ellerium
VLX,Scrypt,PoS,25570013.1348022,124000000.0,-0.29406077786094686,0.8380038304389348,-0.19276528766769283,0,Velox
ONT,VBFT,PoS,650848625.0,1000000000.0,-0.3034000281083932,1.585346756305946,-0.08794787081302381,0,Ontology
CLO,Ethash,PoW,247612453.0,6500000000.0,-0.10316454777454961,-2.086691839749765,0.23655142133802723,2,Callisto Network
TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,0.31698470385411814,-2.272423105989732,0.257299075024987,2,BitTube
PSD,Scrypt,PoW,4070212.1493016,21000000.0,-0.17402340065544836,-1.1153136492418991,0.03350902975602067,2,Poseidon
ADK,IMesh,PoW,25000000.0,25000000.0,-0.14267759595930873,-2.1015534552088813,0.1422927164543451,2,Aidos Kuneen
BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.3477080542201851,1.5042937845341253,-0.39627407622738026,0,Bitspace
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.3418303063863718,1.03461046523594,-0.36139602018165784,0,Briacoin
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.3418119995118333,1.0346095960290376,-0.3613962018909566,0,Ignition
BTL,Equihash,PoW,71355477.0,70000000.0,-0.14496946231641455,-1.9917356588169617,0.31976154905966175,2,Bitrolium
MEDIC,Scrypt,PoS,267297676.3125,500000000.0,-0.28843665265506746,0.8379004845282315,-0.19282767931709244,0,MedicCoin
ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,-0.1516766206754394,-2.152276075789093,0.20222350037003659,2,Alpenschillling
BITG,Green Protocol,PoS,9803691.3618195,21000000.0,-0.3267991476698232,1.534948730002685,-0.21524369472870195,0,Bitcoin Green
DEV,PoS,PoS,21876586.8530324,88000000.0,-0.34585537022143886,1.625775478272437,-0.23518705364512155,0,Deviant Coin
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.34152823179225233,1.034600242777222,-0.3613991838132833,0,Abjcoin
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,3.881372925074393,1.9152384148815411,0.26562053663130525,0,Semux
FTO,X11,PoW,31801461.1867843,100000000.0,-0.2227763158395619,-0.9411328954946051,-0.00979535652149636,2,FuturoCoin
CARE,Quark,PoW/PoS,139739596.506702,200000000.0,-0.3871336820363813,1.6951537007582316,-0.4136706008192028,0,Carebit
NZL,PoS,PoS,11075254.0929996,80000000.0,-0.3460442268662443,1.6257757727508746,-0.23518483111667182,0,Zealium
XMC,CryptoNight,PoW,16016864.0,18400000.0,0.3092364116362858,-2.2719624621436574,0.25737226065014207,2,Monero Classic
PROTON,X16R,PoS,4403800.0,45000000.0,-0.3013507151267236,0.6839313391250407,-0.019026901871592762,0,Proton
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.2883460519967776,1.0325681744341395,-0.36194683880379136,0,iDealCash
JUMP,NIST5,PoW,21069346.2522598,21000000.0,-0.18018503879453224,-0.6456058765233467,-0.0013666488222448066,2,Jumpcoin
INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,-0.13703293844062867,-2.264587037746083,0.30637211007937004,2,Infinex
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.31054972849132406,1.0866083111811253,-0.31423011374515813,0,Bitcoin Incognito
KEC,Tribus,PoW,795447.0,18000000.0,-0.1455576740707326,-2.31194671316533,0.347802669820606,2,KEYCO
HWC,Scrypt,PoS,38706809.466535,26000000.0,-0.29459551552924956,0.8380563927872218,-0.19276107034049828,0,HollyWoodCoin
GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,-0.1539797666439278,-2.1521407141611584,0.2022453171830632,2,GINcoin
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.3131684924880533,-2.2722535263788823,0.2573374197464004,2,PlatinCoin
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,0.579249843878237,-2.2939826314750658,0.32223885720739404,2,Loki
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.1195308000921482,-2.348447384544931,0.23902385643371812,2,Newton Coin
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.14474826878883637,1.0330340716667488,-0.363664424683786,0,Swisscoin
XT3,Scrypt,PoS,7630000.0154,44000000.0,-0.29484783155746913,0.838037091093454,-0.19275731071968757,0,Xt3ch
MGD,Jump Consistent Hash,PoW,135862416.039898,168000000.0,-0.134927833746331,-2.25204618278048,0.477092197708752,2,MassGrid
VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000.0,-0.34042184846803136,1.8864028198738885,-0.4152478004892468,0,TheVig
PLURA,CryptoNight,PoW,560085952.404637,1000000000.0,0.322855107713532,-2.2722615405418294,0.2572231399171745,2,PluraCoin
EMAR,Scrypt,PoW/PoS,21599339.6728,84000000.0,-0.34100174809638306,1.0345776603475536,-0.3614045064544203,0,EmaratCoin
DKD,X15,PoS,30284196.369129,90000000.0,-0.18791606324971674,1.678978390828549,-0.20253567013724508,0,Dekado
LYNX,Scrypt,HPoW,77872059787.8998,92000000000.0,2.216366679154871,0.3772456599803678,-0.3548184207845296,0,Lynx
POSQ,Quark,PoS,2716264.95302831,650000000.0,-0.3390076589529212,1.498331010805432,-0.2450354165885334,0,Poseidon Quark
BWS,SHA-256,PoS,57811001.000889,100262205.0,-0.2586160889045243,0.6216802390889201,-0.06815455704916759,0,BitcoinWSpectrum
MUSE,DPoS,PoS,18194936.0,18081806.0,1.0112937282606502,1.724601144589222,-0.018019708845557026,0,Muse
XMN,X16R,PoW,8125865.02097646,22075700.0,-0.18043669679332494,-1.2694169875519992,0.20723828185413828,2,Motion
PLUS1,HMQ1725,PoW,8645406.16776286,21000000.0,-0.16507905439177564,-2.3526410676510694,0.4455398657609155,2,PlusOneCoin
AXE,X11,PoW,4993030.69736615,21000000.0,-0.22366472622088893,-0.9411031109067479,-0.009786040952718122,2,Axe
TRVC,X16R,PoW/PoS,36923120.6205934,82546564.0,-0.3472951917664105,0.8804793569352254,-0.18767687434811076,0,Trivechain
DTEM,Quark,PoS,7082392.24744494,21000000.0,-0.34341752382399476,1.4986414663660967,-0.24499570115943337,0,Dystem
GIC,Quark,PoW/PoS,5919489.76813523,5151000.0,-0.3901527869562462,1.6952043774954801,-0.41363691552300286,0,Giant
PNY,Scrypt,PoS,1042012.45227735,16880000000.0,-0.17546349856279406,0.8297644615760714,-0.1938377899261836,0,Peony Coin
ABS,Lyra2REv2,PoW/PoS,13332617.9413708,52500000.0,-0.3600238883320799,0.88205759012579,-0.2700838906020938,0,Absolute Coin
VITAE,Quark,PoS,66053877.6256106,100000000.0,-0.34213578923457827,1.498622506860018,-0.24501010447291527,0,Vitae
HEX,Scrypt,PoW,1416663.06600024,22105263.0,-0.1740480083637118,-1.1153150852863518,0.03350937850974642,2,HexCoin
TPC,Scrypt,PoW/PoS,5403802.49590733,1000000000.0,-0.33470005113560464,1.0341222392764993,-0.36146078711930196,0,TPCash
WEBC,CryptoNight-V7,PoW,15580199.3087496,1750000000.0,-0.132429593944175,-2.24061599719468,0.3223177914992383,2,Webchain
RYO,Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.15832933851984057,-2.180165990646891,0.4070587276883605,2,Ryo
URALS,XEVAN,PoW,14746153.0962884,210000000.0,-0.15964820180193026,-0.6983828073481833,0.018123836396255595,2,Urals Coin
QWC,CryptoNight Heavy,PoW,99553110528.8022,184470000000.0,3.104355397679135,-2.3510268174396645,0.2946535179746829,2,Qwertycoin
ARE,X11,PoS,19269509.94,55000000.0,-0.34428004816176866,1.0122458327611255,-0.23605478328364218,0,ARENON
EUNO,X11,PoW/PoS,30771125.9760867,50000000.0,-0.39078345368684864,1.2088076769772347,-0.4046986979213626,0,EUNO
MMO,Scrypt,PoS,107763867.917675,260000000.0,-0.2920905946895515,0.8379646865321462,-0.1927870260357821,0,MMOCoin
KETAN,PoS,PoS,9327131.59708692,210000000.0,-0.3451431507057259,1.6257113239937218,-0.23519290560822315,0,Ketan
PPAI,SHA-256,PoW,2100000000.0,2100000000.0,-0.09842111158414207,-1.3319756031365038,0.15765823675194146,2,Project Pai
XDNA,Keccak,PoW/PoS,4672513.84432375,366000000.0,-0.34530416847450884,0.8285822465818028,-0.25849426398404673,0,XDNA
PAXEX,X11,PoS,4504639.0,100000000.0,-0.34414129775850766,1.0122187578449113,-0.23605533842561013,0,PAXEX
AZART,X11,PoW,5015881.37315389,25000000.0,-0.2236360635762315,-0.9411050681511108,-0.009786301521837728,2,Azart
TSC,Scrypt,PoW/PoS,1059954080.43439,18000000000.0,-0.2011752740944555,1.0261261934817352,-0.3627196586666541,0,ThunderStake
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.4754750920317188,0.9962274344870665,1.0479369988180294,0,Kcash
XCG,X16R,PoW,9753753.61515394,100000000.0,-0.1798638539415806,-1.2694547187052054,0.20723301859580723,2,Xchange
AAC,ECC 256K1,DPOS,1000000000.0,1000000000.0,-0.2774533333991443,2.997002439545494,9.57676889581922,3,Acute Angle Cloud
CRYP,Equihash,PoW,4235111504.0,7600000000.0,-0.04061922568826528,-1.9940332588105973,0.31861918441098813,2,CrypticCoin
BTXC,XEVAN,PoS,6787405.18013774,50000000.0,-0.2819120251688727,1.2550539519918984,-0.2081289263417855,0,Bettex coin
ACM,Lyra2Z,PoW,13634850.0,84000000.0,-0.15337692094852728,-2.1521745821840947,0.20223954395311247,2,Actinium
BSV,SHA-256,PoW,17992514.6469233,21000000.0,-0.13863429350237655,-1.3316550668976004,0.15812113325085037,2,Bitcoin SV
BITM,XEVAN,Pos,208515864.367343,70000000000.0,0.47805141385009725,1.052387873584345,-0.18496132081839792,0,BitMoney
JMC,X11,PoS,17209923728.3266,0.0,-0.13444462562174309,1.0180586890107233,-0.23877057082945152,0,Junson Ming Chan Coin
FRED,CryptoNight,PoW,1867054873.28397,8080000000.0,0.3890763882926795,-2.2752995908229368,0.25656158634438936,2,FREDEnergy
HERB,Quark,PoW/PoS,35312185.7437239,54000000.0,-0.38944671889691085,1.6951902738810491,-0.4136447030278756,0,HerbCoin
UMO,Blake,PoW,1578281.31341127,105120001.44,-0.13737648156097534,-2.1319498438644495,0.23645858322183858,2,Universal Molecule
LIT,Blake,PoW,15846721.2482747,25228800.0,-0.13776888385924171,-2.1319057962940744,0.23646145825471693,2,Lithium
PIRATE,Equihash,PoS,13475920.0,105000000.0,-0.26646008958164974,-0.03841149185563884,0.09350415656420583,0,PirateCash
EXO,Exosis,PoW,406091.925,21000000.0,-0.14903219285051292,-2.313520495665321,0.41335632981941933,2,Exosis
BLTG,Scrypt,PoW,35284717.173946,120000000.0,-0.17293919207503175,-1.1153517755583413,0.03349773243566296,2,Block-Logic
OWC,Scrypt,PoW/PoS,14777549.3940764,21000000.0,-0.34153220767264103,1.0346063120747855,-0.36139938030997726,0,Oduwa
BEAM,Equihash,PoW,35687520.0,262800000.0,-0.144037577868486,-1.9918423734156057,0.31975480602567286,2,Beam
GALI,Quark,PoW/PoS,18265011.2486006,19035999.0,-0.3899032875423791,1.69520171183243,-0.41363976036466454,0,Galilel
BTH,Equihash,PoW,25150787.5,30886000.0,-0.14581204778138704,-1.9917319957565494,0.31977137062346306,2,Bithereum
CSPN,Quark,PoS,1934701.67524713,13370000.0,-0.3435346162438346,1.498643481927771,-0.24499439672626205,0,Crypto Sports
CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000.0,0.565873671048225,1.0082423394801245,-0.37107693762953664,0,Credit
SLC,QuBit,PoW,12925790.4226959,100000000.0,-0.17830326495770324,-1.5355883490457112,0.02872659165387283,2,SLICE
DASHP,X11,PoS,715659.44237941,19700000.0,-0.3447574262334786,1.0122569286663898,-0.23604958070128457,0,Dash Platinum
NSD,Scrypt,PoW/PoS,20546528.2059957,84000000.0,-0.34101462300014695,1.034577306004029,-0.36140433991439525,0,Nasdacoin
BEET,XEVAN,PoW/PoS,198938144.363399,500000000.0,-0.32297767090776136,1.4514530856945382,-0.37683064571017505,0,Beetle Coin
TTN,SHA-256D,PoW/PoS,896361168.0,5000000000.0,-0.2950972355277224,1.884286274562286,-0.4156991036705831,0,Titan Coin
AWR,X11,PoW/PoS,15420234.5389336,420000000.0,-0.38834573459193444,1.208620753840766,-0.40472003791319844,0,Award
BLAST,SHA-256,PoW,52293836.6277958,64000000.0,-0.13790970085573906,-1.3316646451950371,0.15811294500177295,2,BLAST
XRC,X13,PoW,1170292.5,2100000.0,-0.10911303366399068,-0.37030171230652026,-0.032729927712216576,2,Bitcoin Rhodium
GLT,SHA-256,PoW,84613099.9999955,168000000.0,-0.1367765031068681,-1.331704855853239,0.15810115173104294,2,GlobalToken
INSN,X11,PoW/PoS,23775960.3207514,30000000.0,-0.3910109140591369,1.2088151472984487,-0.4046963066118388,0,Insane Coin
ALX,DPoS,DPoS,1000000000.0,1000000000.0,3.7208124181529025,1.9247064880741858,0.15058859128257443,0,ALAX
LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000.0,0.09382680650690839,1.0225743313412077,-0.36606727857761034,0,LiteDoge
SLR,Scrypt,PoW,55565076.3863525,98100000000.0,0.5225553550650834,-1.1634760372505615,0.027200424801179724,2,SolarCoin
TRK,X11,PoW/PoS,242574105.22384,0.0,-0.3885480905282617,1.208903524948167,-0.4047289902547,0,TruckCoin
UFO,NeoScrypt,PoW,3824685012.0,4000000000.0,-0.09287175417077072,-1.6378306076863025,0.20084561532744635,2,UFO Coin
OC,Scrypt,PoW/PoS,3537150.0,200000000.0,-0.34039951899188187,1.034514598057043,-0.36140910094847156,0,OrangeCoin
BLC,Blake,PoW,23356790.1494191,7000000000.0,-0.0881854574401994,-2.1353295119786715,0.2360122206203518,2,BlakeCoin
BITS,Scrypt,PoW/PoS,20576532.0,54256119.0,-0.3412253127286486,1.0345919273019717,-0.36140243395483423,0,BitstarCoin
NEOS,SHA-256,PoS,4392258.24647793,21000000.0,-0.25983177917725925,0.6217011962790492,-0.06814101525809266,0,NeosCoin
HYPER,Scrypt,PoW/PoS,9631199.99309942,0.0,-0.3417441545444697,1.0346148958837222,-0.3613972172186687,0,HyperCoin
PINK,X11,PoW/PoS,436353624.490312,500000000.0,-0.3826304472013169,1.2087231281959028,-0.40479176276779527,0,PinkCoin
CESC,Scrypt,PoW,780210700.0,1000000000.0,-0.15758513657065715,-1.1155333424326286,0.03332336559920127,2,Crypto Escudo
ADC,Scrypt,PoW/PoS,980732528.97974,10500000000.0,-0.2553625839651922,1.0297837834542085,-0.3622253373093356,0,AudioCoin
NKA,SHA-256,PoW/PoS,17939725045.334,190000000.0,-0.08590875250872897,0.8242101687149646,-0.23963140640728986,0,IncaKoin
PIGGY,X11,PoW/PoS,494240666.028571,1000000000.0,-0.3783746423213932,1.2084969942712962,-0.4048330389946616,0,Piggy Coin
CRW,SHA-256,PoW,22986929.0854247,42000000.0,-0.13842420465364294,-1.331663701843109,0.15811899419352446,2,Crown Coin
GEN,Scrypt,PoW/PoS,60000000.0,15000000.0,-0.3410217540203026,1.034624479944893,-0.3614061484364376,0,Genstake
SMLY,Scrypt,PoW,29583989322.9213,50000000000.0,0.542352477877739,-1.1299093443917088,0.02561931917051842,2,SmileyCoin
MI,Scrypt,PoW/PoS,404316475.545465,400000000.0,-0.33407920097442945,1.0345512411266478,-0.3614853463463054,0,XiaoMiCoin
GRS,Groestl,PoW,73298203.8873662,105000000.0,-0.17991189692119067,-1.1919942611167136,-0.04631495019831184,2,Groestlcoin
CPC,X11,PoW/PoS,201364327.427503,208000000.0,-0.3875761212193598,1.2087874783916635,-0.404735833077234,0,CapriCoin
CLUB,Scrypt,PoW/PoS,103621876.167052,160000000.0,-0.339459408020709,1.0345679328081883,-0.3614223634054144,0, ClubCoin
RADS,PoS,PoS,3821245.74150193,9000000.0,-0.34663673847135745,1.6258082088773516,-0.2351791226924594,0,Radium
BTA,Scrypt,PoW,5052555.91981545,5000000.0,-0.17412492031467694,-1.1153054588748532,0.03350990218084916,2,Bata
PAK,Scrypt,PoW,69684455.4387001,182000000.0,-0.1720785756785738,-1.1153706541740676,0.033488308084809904,2,Pakcoin
CRB,X11,Proof of Trust,16901016.6609755,16504333.0,-0.3912771727560354,0.6271634643437576,-0.311389031240464,0,Creditbit 
OK,SHA-256,PoW/PoS,74676064.9488608,105000000.0,-0.304984807005527,0.8182391049404096,-0.2367999456516805,0,OKCash
LSK,DPoS,DPoS,120012140.0,159918400.0,3.7040899346771616,1.9248229880631857,0.1507817587131366,0,Lisk
XHI,Scrypt,PoS,10000244677.7002,10008835635.0,-0.10193897397991247,0.8365052296866826,-0.19497812961976616,0,HiCoin
XWC,Scrypt,PoW/PoS,252005564.19257,300000000.0,-0.3366514016286536,1.0345491014009967,-0.3614548290323174,0,WhiteCoin
